Rate_Ratio
" Pennsylvania Resident Deaths: Crude/Age-Specific Rates per 100,000"

CauseofDeaths,CountyState,Year,Sex,RaceEthnicity,Age,Obs_Count,Exp_Count,Population,TRateRatio,RateRatio,LowerBound,UpperBound,Significance,FIPSCode
Heart disease,Adams,2022,Male,Hispanic,60 to 64,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,White,35 to 39,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,White,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,White,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,White,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,White,55 to 59,2,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,White,60 to 64,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,Black,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,Black,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,Black,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,Black,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,Black,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,Asian/Pacific Islander,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,Asian/Pacific Islander,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,Asian/Pacific Islander,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,Multi-Race,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,Multi-Race,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,Multi-Race,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,Multi-Race,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,Multi-Race,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,Multi-Race,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,Hispanic,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,Hispanic,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,Hispanic,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,Hispanic,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,Hispanic,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Adams,2022,Female,Hispanic,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,001
Heart disease,Allegheny,2022,Male,White,35 to 39,4,8,"36,566",Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Male,White,40 to 44,6,12,"31,161",Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Male,White,45 to 49,9,15,"26,355",Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Male,White,50 to 54,25,31,"29,875",Crude/Age-Specific Rate,83.7,50.9,116.5,,003
Heart disease,Allegheny,2022,Male,White,55 to 59,84,66,"31,921",Crude/Age-Specific Rate,263.1,206.9,319.4,+,003
Heart disease,Allegheny,2022,Male,White,60 to 64,120,103,"36,070",Crude/Age-Specific Rate,332.7,273.3,392.1,,003
Heart disease,Allegheny,2022,Male,Black,35 to 39,4,2,"4,879",Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Male,Black,40 to 44,6,3,"4,021",Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Male,Black,45 to 49,5,4,"3,506",Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Male,Black,50 to 54,6,9,"4,063",Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Male,Black,55 to 59,23,15,"3,900",Crude/Age-Specific Rate,589.7,349.4,830.1,+,003
Heart disease,Allegheny,2022,Male,Black,60 to 64,41,27,"4,126",Crude/Age-Specific Rate,993.7,691.0,"1,296.4",+,003
Heart disease,Allegheny,2022,Male,Asian/Pacific Islander,35 to 39,0,0,"3,163",Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Male,Asian/Pacific Islander,40 to 44,0,0,"2,576",Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Male,Asian/Pacific Islander,45 to 49,1,0,"1,905",Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Male,Asian/Pacific Islander,50 to 54,0,1,"1,519",Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Male,Asian/Pacific Islander,55 to 59,1,1,"1,051",Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Male,Asian/Pacific Islander,60 to 64,1,1,795,Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Male,Multi-Race,35 to 39,0,0,765,Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Male,Multi-Race,40 to 44,1,0,617,Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Male,Multi-Race,45 to 49,0,0,470,Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Male,Multi-Race,50 to 54,0,0,385,Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Male,Multi-Race,55 to 59,0,0,270,Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Male,Multi-Race,60 to 64,1,0,205,Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Male,Hispanic,35 to 39,0,0,"1,665",Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Male,Hispanic,40 to 44,0,0,"1,210",Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Male,Hispanic,45 to 49,1,1,845,Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Male,Hispanic,50 to 54,0,1,740,Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Male,Hispanic,55 to 59,1,1,518,Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Male,Hispanic,60 to 64,1,1,470,Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Female,White,35 to 39,2,4,"33,643",Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Female,White,40 to 44,5,6,"29,204",Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Female,White,45 to 49,7,9,"25,114",Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Female,White,50 to 54,20,14,"29,241",Crude/Age-Specific Rate,68.4,38.4,98.4,,003
Heart disease,Allegheny,2022,Female,White,55 to 59,24,24,"33,256",Crude/Age-Specific Rate,72.2,43.3,101.0,,003
Heart disease,Allegheny,2022,Female,White,60 to 64,57,51,"38,729",Crude/Age-Specific Rate,147.2,109.0,185.4,,003
Heart disease,Allegheny,2022,Female,Black,35 to 39,2,1,"5,612",Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Female,Black,40 to 44,3,3,"4,918",Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Female,Black,45 to 49,6,3,"4,497",Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Female,Black,50 to 54,14,7,"4,865",Crude/Age-Specific Rate,287.8,137.2,438.3,+,003
Heart disease,Allegheny,2022,Female,Black,55 to 59,15,10,"4,954",Crude/Age-Specific Rate,302.8,149.8,455.8,,003
Heart disease,Allegheny,2022,Female,Black,60 to 64,19,17,"5,243",Crude/Age-Specific Rate,362.4,199.7,525.0,,003
Heart disease,Allegheny,2022,Female,Asian/Pacific Islander,35 to 39,0,0,"2,663",Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Female,Asian/Pacific Islander,40 to 44,0,0,"2,192",Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Female,Asian/Pacific Islander,45 to 49,0,0,"1,941",Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Female,Asian/Pacific Islander,50 to 54,0,0,"1,561",Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Female,Asian/Pacific Islander,55 to 59,1,0,"1,116",Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Female,Asian/Pacific Islander,60 to 64,0,0,827,Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Female,Multi-Race,35 to 39,0,0,853,Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Female,Multi-Race,40 to 44,0,0,697,Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Female,Multi-Race,45 to 49,0,0,478,Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Female,Multi-Race,50 to 54,0,0,454,Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Female,Multi-Race,55 to 59,0,0,343,Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Female,Multi-Race,60 to 64,0,0,268,Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Female,Hispanic,35 to 39,0,0,"1,244",Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Female,Hispanic,40 to 44,0,0,"1,100",Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Female,Hispanic,45 to 49,0,0,835,Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Female,Hispanic,50 to 54,0,0,732,Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Female,Hispanic,55 to 59,0,0,658,Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Allegheny,2022,Female,Hispanic,60 to 64,1,1,535,Crude/Age-Specific Rate,ND,ND,ND,,003
Heart disease,Armstrong,2022,Male,White,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,White,40 to 44,2,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,White,45 to 49,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,White,50 to 54,2,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,White,55 to 59,6,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,White,60 to 64,9,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,Black,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,Black,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,Black,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,Black,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,Black,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,Asian/Pacific Islander,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,Asian/Pacific Islander,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,Asian/Pacific Islander,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,Multi-Race,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,Multi-Race,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,Multi-Race,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,Multi-Race,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,Multi-Race,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,Multi-Race,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,Hispanic,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,Hispanic,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,Hispanic,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,Hispanic,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,Hispanic,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Male,Hispanic,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,White,35 to 39,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,White,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,White,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,White,50 to 54,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,White,55 to 59,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,White,60 to 64,3,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,Black,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,Black,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,Black,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,Black,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,Black,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,Asian/Pacific Islander,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,Asian/Pacific Islander,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,Asian/Pacific Islander,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,Multi-Race,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,Multi-Race,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,Multi-Race,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,Multi-Race,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,Multi-Race,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,Multi-Race,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,Hispanic,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,Hispanic,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,Hispanic,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,Hispanic,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,Hispanic,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Armstrong,2022,Female,Hispanic,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,005
Heart disease,Beaver,2022,Male,White,35 to 39,2,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,White,40 to 44,2,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,White,45 to 49,6,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,White,50 to 54,7,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,White,55 to 59,15,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,White,60 to 64,22,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,Black,35 to 39,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,Black,40 to 44,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,Black,45 to 49,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,Black,50 to 54,2,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,Black,55 to 59,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,Black,60 to 64,4,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,Asian/Pacific Islander,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,Asian/Pacific Islander,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,Asian/Pacific Islander,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,Multi-Race,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,Multi-Race,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,Multi-Race,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,Multi-Race,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,Multi-Race,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,Multi-Race,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,Hispanic,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,Hispanic,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,Hispanic,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,Hispanic,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,Hispanic,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Male,Hispanic,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Female,White,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Female,White,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Female,White,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Female,White,50 to 54,5,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Female,White,55 to 59,7,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Female,White,60 to 64,11,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
Heart disease,Beaver,2022,Female,Black,35 to 39,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,007
