"Notes"	"County"	"County Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Allegheny County, PA"	"42003"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"30-34 years"	"30-34"	"Male"	"M"	Suppressed	1634	Suppressed
	"Allegheny County, PA"	"42003"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"35-39 years"	"35-39"	"Female"	"F"	0	1244	Unreliable
	"Allegheny County, PA"	"42003"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"35-39 years"	"35-39"	"Male"	"M"	Suppressed	1665	Suppressed
	"Allegheny County, PA"	"42003"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"40-44 years"	"40-44"	"Female"	"F"	Suppressed	1100	Suppressed
	"Allegheny County, PA"	"42003"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"40-44 years"	"40-44"	"Male"	"M"	Suppressed	1210	Suppressed
	"Allegheny County, PA"	"42003"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"45-49 years"	"45-49"	"Female"	"F"	Suppressed	835	Suppressed
	"Allegheny County, PA"	"42003"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"45-49 years"	"45-49"	"Male"	"M"	Suppressed	845	Suppressed
	"Allegheny County, PA"	"42003"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"50-54 years"	"50-54"	"Female"	"F"	Suppressed	732	Suppressed
	"Allegheny County, PA"	"42003"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"50-54 years"	"50-54"	"Male"	"M"	Suppressed	740	Suppressed
	"Allegheny County, PA"	"42003"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"55-59 years"	"55-59"	"Female"	"F"	Suppressed	658	Suppressed
	"Allegheny County, PA"	"42003"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"55-59 years"	"55-59"	"Male"	"M"	Suppressed	518	Suppressed
	"Allegheny County, PA"	"42003"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"60-64 years "	"60-64"	"Female"	"F"	Suppressed	535	Suppressed
	"Allegheny County, PA"	"42003"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"60-64 years "	"60-64"	"Male"	"M"	Suppressed	470	Suppressed
	"Armstrong County, PA"	"42005"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"30-34 years"	"30-34"	"Female"	"F"	0	21	Unreliable
	"Armstrong County, PA"	"42005"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"30-34 years"	"30-34"	"Male"	"M"	Suppressed	28	Suppressed
	"Armstrong County, PA"	"42005"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"35-39 years"	"35-39"	"Female"	"F"	0	20	Unreliable
	"Armstrong County, PA"	"42005"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"35-39 years"	"35-39"	"Male"	"M"	0	31	Unreliable
	"Armstrong County, PA"	"42005"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"40-44 years"	"40-44"	"Female"	"F"	0	20	Unreliable
	"Armstrong County, PA"	"42005"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"40-44 years"	"40-44"	"Male"	"M"	0	16	Unreliable
	"Armstrong County, PA"	"42005"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"45-49 years"	"45-49"	"Female"	"F"	0	13	Unreliable
	"Armstrong County, PA"	"42005"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"45-49 years"	"45-49"	"Male"	"M"	0	21	Unreliable
	"Armstrong County, PA"	"42005"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"50-54 years"	"50-54"	"Female"	"F"	0	19	Unreliable
	"Armstrong County, PA"	"42005"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"50-54 years"	"50-54"	"Male"	"M"	0	11	Unreliable
	"Armstrong County, PA"	"42005"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"55-59 years"	"55-59"	"Female"	"F"	0	12	Unreliable
	"Armstrong County, PA"	"42005"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"55-59 years"	"55-59"	"Male"	"M"	0	15	Unreliable
	"Armstrong County, PA"	"42005"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"60-64 years "	"60-64"	"Female"	"F"	0	14	Unreliable
	"Armstrong County, PA"	"42005"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"60-64 years "	"60-64"	"Male"	"M"	0	12	Unreliable
	"Beaver County, PA"	"42007"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"30-34 years"	"30-34"	"Female"	"F"	0	162	Unreliable
	"Beaver County, PA"	"42007"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"30-34 years"	"30-34"	"Male"	"M"	0	158	Unreliable
	"Beaver County, PA"	"42007"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"35-39 years"	"35-39"	"Female"	"F"	0	167	Unreliable
	"Beaver County, PA"	"42007"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"35-39 years"	"35-39"	"Male"	"M"	0	154	Unreliable
	"Beaver County, PA"	"42007"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"40-44 years"	"40-44"	"Female"	"F"	0	130	Unreliable
	"Beaver County, PA"	"42007"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"40-44 years"	"40-44"	"Male"	"M"	0	137	Unreliable
	"Beaver County, PA"	"42007"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"45-49 years"	"45-49"	"Female"	"F"	0	87	Unreliable
	"Beaver County, PA"	"42007"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"45-49 years"	"45-49"	"Male"	"M"	0	127	Unreliable
	"Beaver County, PA"	"42007"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"50-54 years"	"50-54"	"Female"	"F"	Suppressed	83	Suppressed
	"Beaver County, PA"	"42007"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"50-54 years"	"50-54"	"Male"	"M"	0	82	Unreliable
	"Beaver County, PA"	"42007"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"55-59 years"	"55-59"	"Female"	"F"	0	58	Unreliable
	"Beaver County, PA"	"42007"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"55-59 years"	"55-59"	"Male"	"M"	0	73	Unreliable
	"Beaver County, PA"	"42007"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"60-64 years "	"60-64"	"Female"	"F"	Suppressed	57	Suppressed
	"Beaver County, PA"	"42007"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"60-64 years "	"60-64"	"Male"	"M"	Suppressed	64	Suppressed
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"30-34 years"	"30-34"	"Female"	"F"	0	13	Unreliable
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"30-34 years"	"30-34"	"Male"	"M"	0	40	Unreliable
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"35-39 years"	"35-39"	"Female"	"F"	0	14	Unreliable
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"35-39 years"	"35-39"	"Male"	"M"	0	45	Unreliable
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"40-44 years"	"40-44"	"Female"	"F"	0	19	Unreliable
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"40-44 years"	"40-44"	"Male"	"M"	0	19	Unreliable
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"45-49 years"	"45-49"	"Female"	"F"	0	15	Unreliable
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"45-49 years"	"45-49"	"Male"	"M"	0	15	Unreliable
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"50-54 years"	"50-54"	"Female"	"F"	0	15	Unreliable
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"50-54 years"	"50-54"	"Male"	"M"	0	21	Unreliable
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"55-59 years"	"55-59"	"Female"	"F"	0	7	Unreliable
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"55-59 years"	"55-59"	"Male"	"M"	0	22	Unreliable
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"60-64 years "	"60-64"	"Female"	"F"	0	11	Unreliable
	"Bedford County, PA"	"42009"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"60-64 years "	"60-64"	"Male"	"M"	0	14	Unreliable
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"30-34 years"	"30-34"	"Female"	"F"	0	3822	Unreliable
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"30-34 years"	"30-34"	"Male"	"M"	12	4129	Unreliable
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"35-39 years"	"35-39"	"Female"	"F"	Suppressed	3692	Suppressed
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"35-39 years"	"35-39"	"Male"	"M"	13	3617	Unreliable
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"40-44 years"	"40-44"	"Female"	"F"	Suppressed	3544	Suppressed
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"40-44 years"	"40-44"	"Male"	"M"	11	3337	Unreliable
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"45-49 years"	"45-49"	"Female"	"F"	Suppressed	2892	Suppressed
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"45-49 years"	"45-49"	"Male"	"M"	16	2999	Unreliable
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"50-54 years"	"50-54"	"Female"	"F"	Suppressed	2775	Suppressed
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"50-54 years"	"50-54"	"Male"	"M"	16	2593	Unreliable
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"55-59 years"	"55-59"	"Female"	"F"	11	2417	Unreliable
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"55-59 years"	"55-59"	"Male"	"M"	17	2286	Unreliable
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"60-64 years "	"60-64"	"Female"	"F"	16	1593	Unreliable
	"Berks County, PA"	"42011"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"60-64 years "	"60-64"	"Male"	"M"	19	1667	Unreliable
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"30-34 years"	"30-34"	"Female"	"F"	0	59	Unreliable
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"30-34 years"	"30-34"	"Male"	"M"	0	86	Unreliable
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"35-39 years"	"35-39"	"Female"	"F"	0	58	Unreliable
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"35-39 years"	"35-39"	"Male"	"M"	0	94	Unreliable
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"40-44 years"	"40-44"	"Female"	"F"	0	49	Unreliable
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"40-44 years"	"40-44"	"Male"	"M"	0	76	Unreliable
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"45-49 years"	"45-49"	"Female"	"F"	0	33	Unreliable
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"45-49 years"	"45-49"	"Male"	"M"	0	49	Unreliable
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"50-54 years"	"50-54"	"Female"	"F"	0	36	Unreliable
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"50-54 years"	"50-54"	"Male"	"M"	Suppressed	52	Suppressed
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"55-59 years"	"55-59"	"Female"	"F"	0	19	Unreliable
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"55-59 years"	"55-59"	"Male"	"M"	0	44	Unreliable
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"60-64 years "	"60-64"	"Female"	"F"	0	23	Unreliable
	"Blair County, PA"	"42013"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"60-64 years "	"60-64"	"Male"	"M"	0	34	Unreliable
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"30-34 years"	"30-34"	"Female"	"F"	0	39	Unreliable
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"30-34 years"	"30-34"	"Male"	"M"	0	45	Unreliable
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"35-39 years"	"35-39"	"Female"	"F"	0	33	Unreliable
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"35-39 years"	"35-39"	"Male"	"M"	Suppressed	45	Suppressed
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"40-44 years"	"40-44"	"Female"	"F"	0	35	Unreliable
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"40-44 years"	"40-44"	"Male"	"M"	0	44	Unreliable
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"45-49 years"	"45-49"	"Female"	"F"	0	29	Unreliable
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"45-49 years"	"45-49"	"Male"	"M"	0	23	Unreliable
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"50-54 years"	"50-54"	"Female"	"F"	0	17	Unreliable
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"50-54 years"	"50-54"	"Male"	"M"	0	28	Unreliable
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"55-59 years"	"55-59"	"Female"	"F"	0	19	Unreliable
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"55-59 years"	"55-59"	"Male"	"M"	0	21	Unreliable
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"60-64 years "	"60-64"	"Female"	"F"	0	19	Unreliable
	"Bradford County, PA"	"42015"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"60-64 years "	"60-64"	"Male"	"M"	Suppressed	24	Suppressed
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"30-34 years"	"30-34"	"Female"	"F"	Suppressed	1313	Suppressed
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"30-34 years"	"30-34"	"Male"	"M"	Suppressed	1558	Suppressed
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"35-39 years"	"35-39"	"Female"	"F"	Suppressed	1473	Suppressed
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"35-39 years"	"35-39"	"Male"	"M"	Suppressed	1767	Suppressed
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"40-44 years"	"40-44"	"Female"	"F"	Suppressed	1537	Suppressed
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"40-44 years"	"40-44"	"Male"	"M"	Suppressed	1759	Suppressed
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"45-49 years"	"45-49"	"Female"	"F"	Suppressed	1393	Suppressed
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"45-49 years"	"45-49"	"Male"	"M"	Suppressed	1441	Suppressed
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"50-54 years"	"50-54"	"Female"	"F"	Suppressed	1122	Suppressed
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"50-54 years"	"50-54"	"Male"	"M"	Suppressed	1319	Suppressed
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"55-59 years"	"55-59"	"Female"	"F"	Suppressed	922	Suppressed
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"55-59 years"	"55-59"	"Male"	"M"	Suppressed	1005	Suppressed
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"60-64 years "	"60-64"	"Female"	"F"	Suppressed	726	Suppressed
	"Bucks County, PA"	"42017"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"60-64 years "	"60-64"	"Male"	"M"	Suppressed	706	Suppressed
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"30-34 years"	"30-34"	"Female"	"F"	0	123	Unreliable
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"30-34 years"	"30-34"	"Male"	"M"	0	187	Unreliable
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"35-39 years"	"35-39"	"Female"	"F"	Suppressed	153	Suppressed
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"35-39 years"	"35-39"	"Male"	"M"	0	201	Unreliable
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"40-44 years"	"40-44"	"Female"	"F"	0	180	Unreliable
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"40-44 years"	"40-44"	"Male"	"M"	0	158	Unreliable
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"45-49 years"	"45-49"	"Female"	"F"	0	89	Unreliable
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"45-49 years"	"45-49"	"Male"	"M"	0	120	Unreliable
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"50-54 years"	"50-54"	"Female"	"F"	0	93	Unreliable
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"50-54 years"	"50-54"	"Male"	"M"	0	114	Unreliable
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"55-59 years"	"55-59"	"Female"	"F"	Suppressed	70	Suppressed
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"55-59 years"	"55-59"	"Male"	"M"	Suppressed	57	Suppressed
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"60-64 years "	"60-64"	"Female"	"F"	0	56	Unreliable
	"Butler County, PA"	"42019"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"60-64 years "	"60-64"	"Male"	"M"	Suppressed	64	Suppressed
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"30-34 years"	"30-34"	"Female"	"F"	0	80	Unreliable
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"30-34 years"	"30-34"	"Male"	"M"	0	130	Unreliable
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"35-39 years"	"35-39"	"Female"	"F"	0	75	Unreliable
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"35-39 years"	"35-39"	"Male"	"M"	0	133	Unreliable
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"40-44 years"	"40-44"	"Female"	"F"	0	81	Unreliable
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"40-44 years"	"40-44"	"Male"	"M"	0	97	Unreliable
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"45-49 years"	"45-49"	"Female"	"F"	0	52	Unreliable
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"45-49 years"	"45-49"	"Male"	"M"	0	96	Unreliable
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"50-54 years"	"50-54"	"Female"	"F"	0	49	Unreliable
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"50-54 years"	"50-54"	"Male"	"M"	0	59	Unreliable
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"55-59 years"	"55-59"	"Female"	"F"	0	39	Unreliable
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"55-59 years"	"55-59"	"Male"	"M"	0	63	Unreliable
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"60-64 years "	"60-64"	"Female"	"F"	Suppressed	43	Suppressed
	"Cambria County, PA"	"42021"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"60-64 years "	"60-64"	"Male"	"M"	0	42	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"30-34 years"	"30-34"	"Female"	"F"	0	2	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"30-34 years"	"30-34"	"Male"	"M"	0	2	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"35-39 years"	"35-39"	"Female"	"F"	0	3	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"35-39 years"	"35-39"	"Male"	"M"	0	2	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"40-44 years"	"40-44"	"Female"	"F"	0	1	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"40-44 years"	"40-44"	"Male"	"M"	0	1	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"45-49 years"	"45-49"	"Female"	"F"	0	3	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"45-49 years"	"45-49"	"Male"	"M"	0	7	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"50-54 years"	"50-54"	"Female"	"F"	0	2	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"50-54 years"	"50-54"	"Male"	"M"	0	2	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"55-59 years"	"55-59"	"Female"	"F"	0	0	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"55-59 years"	"55-59"	"Male"	"M"	0	1	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"60-64 years "	"60-64"	"Female"	"F"	0	0	Unreliable
	"Cameron County, PA"	"42023"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"60-64 years "	"60-64"	"Male"	"M"	0	0	Unreliable
	"Carbon County, PA"	"42025"	"Hispanic or Latino"	"2135-2"	"2022 "	"2022"	"30-34 years"	"30-34"	"Female"	"F"	0	167	Unreliable
